eri_bird_id,id,info_source,banded,applicant_id_eri,band_number,permit_id,eri_application_id,parrot_status,end_date,range,has_parrot,why_no_parrot,when_no_parrot,where_no_parrot,date_parrot_loss_info_provided,new_owner,new_owner_address,new_owner_contact,species_descrip_by_applicant,species_id,parrot_picture,period_of_ownership,period_of_ownership_months,date_period_provided,method_obtained,town_obtained,district_obtain,pet_name,sex,justification_sex_by_applicant,parrot_age_description,parrot_age_months,date_parrot_age_described,is_healthy,health_comments,health_comms_by_professional,stories,bird_comments
Bird_529,208.0,Call,true,App_593,CWP FD 239,209,Apply_233,NULL,NULL,Belmopan,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,11.0,132,Call date,Adopted,Belmopan,Cayo,Bonito,NULL,NULL,20.0,240,Call date,NULL,NULL,NULL,NULL,"Previous owner of the property was a vet. He said the birds could not be released. When applicants bought the house, the birds were included and they agreed to take care of them."
Bird_530,209.0,Call,true,App_593,CWP FD 240,209,Apply_233,NULL,NULL,Belmopan,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,11.0,132,Call date,Adopted,Belmopan,Cayo,Frankie,NULL,NULL,20.0,240,Call date,NULL,NULL,NULL,NULL,"Previous owner of the property was a vet. He said the birds could not be released. When applicants bought the house, the birds were included and they agreed to take care of them."
Bird_531,210.0,Call,true,App_593,CWP FD 237,210,Apply_234,NULL,NULL,Belmopan,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mealy Parrot,4,NULL,11.0,132,Call date,Adopted,Belmopan,Cayo,Lulu,NULL,NULL,20.0,240,Call date,NULL,NULL,NULL,NULL,"Previous owner of the property was a vet. He said the birds could not be released. When applicants bought the house, the birds were included and they agreed to take care of them."
Bird_532,211.0,Call,true,App_593,CWP FD 238,210,Apply_234,NULL,NULL,Belmopan,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mealy Parrot,4,NULL,11.0,132,Call date,Adopted,Belmopan,Cayo,Putu,NULL,NULL,20.0,240,Call date,NULL,NULL,NULL,NULL,"Previous owner of the property was a vet. He said the birds could not be released. When applicants bought the house, the birds were included and they agreed to take care of them."
Bird_533,NULL,Historic,false,App_595,NULL,NULL,NULL,NULL,NULL,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Gordo,NULL,NULL,1 year 6 months,NULL,Application date,NULL,NULL,NULL,NULL,NULL
Bird_534,NULL,Historic,false,App_596,NULL,NULL,NULL,NULL,NULL,Toledo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,1.0,12,Application date,NULL,NULL,NULL,NULL,NULL
Bird_535,NULL,Call,false,App_597,NULL,NULL,Apply_237,NULL,NULL,Belmopan,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,15.0,180,Call date,Gifted,Unknown,Belize City,Bobby,Unknown,NULL,17.0,204,Call date,true,NULL,NULL,NULL,NULL
Bird_536,NULL,Historic,false,App_598,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,12.0,144,Application date,NULL,NULL,NULL,NULL,NULL
Bird_537,NULL,Call,false,App_600,NULL,NULL,NULL,NULL,NULL,SanIg,false,Died,Beginning of 2024,Cristo Rey Rd.,Call date,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_538,NULL,Historic,false,App_601,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_539,NULL,Historic,true,App_604,GOB A 235,31,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Bere,NULL,NULL,60.0,720,Application date,NULL,NULL,NULL,NULL,NULL
Bird_540,NULL,Historic,false,App_605,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_541,NULL,Call,false,App_606,NULL,NULL,NULL,NULL,NULL,Belmopan,false,Died,Several years ago,King St.,Call date,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_542,NULL,Call,false,App_607,NULL,NULL,NULL,NULL,NULL,SanIg,false,Gave it away,U,Benque Viejo,Call date,Mother-Consuelo Hob,"Central Americal, Benque Viejo",6122298,NULL,15,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Lory,NULL,NULL,108.0,1296,Application date,NULL,NULL,NULL,NULL,"Applicant mentioned that he had to follow-up with forestry several times for them to do an inspection & every time there were several excuses, for instance, no transportation or no staff. He also did not receive any band. He was told they they would return but they never did."
Bird_543,NULL,Historic,false,App_609,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,1 year,NULL,Application date,NULL,NULL,NULL,NULL,NULL
Bird_544,222.0,Call,true,App_612,CWP FD 248,219,Apply_238,NULL,NULL,NULL,false,Flew away,2019.0,NULL,Call date,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lorry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_545,NULL,Historic,false,App_613,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mealy Parrot,4,NULL,NULL,NULL,NULL,Bought,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_546,147.0,Historic,true,App_615,CWP FD 269,356,Apply_239,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_547,NULL,Call,false,App_616,NULL,NULL,NULL,NULL,NULL,SanIg,false,Flew away,5-6 years ago,NULL,Call date,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Bought,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_548,NULL,Historic,false,App_617,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,NULL,NULL,NULL,36.0,432,Application date,NULL,NULL,NULL,NULL,NULL
Bird_549,NULL,Historic,false,App_618,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parakeet,13,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,2 years,NULL,Application date,NULL,NULL,NULL,NULL,Scottland halfmoon from a fallen tree in pasture where I live.
Bird_550,NULL,Historic,false,App_618,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parakeet,13,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,2 years,NULL,Application date,NULL,NULL,NULL,NULL,Scottland halfmoon from a fallen tree in pasture where I live.
Bird_551,274.0,Historic,true,App_621,394.0,469,Apply_240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_552,NULL,Historic,false,App_623,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,Bought,NULL,NULL,NULL,NULL,NULL,8.0,96,Application date,NULL,NULL,NULL,NULL,NULL
Bird_553,NULL,Historic,false,App_624,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_554,NULL,Call,false,App_626,NULL,NULL,NULL,NULL,NULL,SanIg,false,Died,3 yrs ago,NULL,Call date,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A dog killed it
Bird_555,NULL,Historic,false,App_627,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,NULL,NULL,NULL,4.0,48,Application date,NULL,NULL,NULL,NULL,NULL
Bird_556,NULL,Call,NULL,App_628,NULL,NULL,Apply_241,NULL,NULL,Belmopan,false,Died,5 years ago,Belmopan,Call date,NULL,NULL,NULL,Scarlet Macaw,9,NULL,NULL,NULL,NULL,Bought,NULL,NULL,Spic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_557,NULL,Call,NULL,App_628,NULL,NULL,Apply_241,NULL,NULL,Belmopan,false,Died,5 years ago,Belmopan,Call date,NULL,NULL,NULL,Scarlet Macaw,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_558,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Archived,2024-10-08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Was an accidental duplicate
Bird_559,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Archived,2024-10-08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Was an accidental duplicate
Bird_560,NULL,Call,false,App_629,NULL,NULL,NULL,NULL,NULL,Orange Walk,false,Flew away,2019.0,Laguna Drive,Call date,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6 months,NULL,Application date,NULL,NULL,NULL,NULL,The cage was rusty and the bird ate the wire and flew away.
Bird_561,NULL,Historic,false,App_630,NULL,NULL,Apply_242,NULL,NULL,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Olive-throated Parakeet,5,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_562,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Archived,2024-10-08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Was an accidental duplicate
Bird_563,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Archived,2024-10-08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Was an accidental duplicate
Bird_564,NULL,Call,false,App_635,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Look like it has some nutrients deficiency. Nikki can probably say exactly what is wrong with it. Observation base on color of plumages,NULL,NULL
Bird_565,NULL,Call,false,App_636,NULL,NULL,NULL,NULL,NULL,Belmopan,false,Flew away,U,245 Aracari St,Call date,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Bought,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_566,NULL,Call,false,App_637,NULL,NULL,Apply_246,NULL,NULL,SanIg,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,Yes,13.0,156,Call date,Gifted,Guinea Grass,Orange Walk,Freckles,Unknown,NULL,13.0,156,Call date,true,NULL,Looks healthy,NULL,NULL
Bird_567,NULL,Call,false,App_637,NULL,NULL,Apply_246,NULL,NULL,SanIg,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mealy Parrot,4,Yes,10.0,120,Call date,Rescued,Agua Viva,Cayo,Lucky,Unknown,NULL,10.0,120,Call date,true,NULL,Looks healthy,NULL,NULL
Bird_568,NULL,Historic,false,App_639,NULL,NULL,NULL,NULL,NULL,SanIg,false,Confiscated,2015-05-06 00:00:00,Santa Elena Cayo,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_569,178.0,Historic,true,App_641,GOB A 075,384,Apply_247,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,4.0,48,Application date,NULL,NULL,NULL,NULL,NULL
Bird_570,288.0,Call,true,App_642,CWP FD 447,479,Apply_248,NULL,NULL,NULL,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,7.0,84,Call date,Bought,Unknown,Unknown,Luca,Male,Assumption,7.0,84,Call date,true,NULL,NULL,NULL,NULL
Bird_571,265.0,Call,true,App_643,382.0,460,Apply_249,NULL,NULL,Orange Walk,false,Died,6 months ago,3 Blue Bird St,Call date,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_572,NULL,Historic,false,App_647,NULL,NULL,Apply_250,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Frankie,NULL,NULL,2 years,NULL,Application date,NULL,NULL,NULL,NULL,Given by previous owners( Arturo Sosa Gage)
Bird_573,295.0,Call,true,App_648,499.0,488,Apply_251,NULL,NULL,NULL,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,Yes,10.0,120,Call date,NULL,Unknown,Unknown,Loretta Alpuche,Female,Only likes males,2024-10-11 00:00:00,126,Call date,true,NULL,Looks healthy,NULL,Parrot was talking during the call. Laughs just like the owner.
Bird_574,221.0,Call,true,App_649,CWP FD 247,218,Apply_252,NULL,NULL,NULL,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,Yes,10.0,120,Call date,Rescued,More Tomorrow Village,Cayo,Pablo,Male,Only likes females,10.0,120,Call date,true,NULL,NULL,NULL,NULL
Bird_575,NULL,Historic,false,App_650,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_576,NULL,Historic,false,App_651,NULL,NULL,NULL,NULL,NULL,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Paully,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,WONG NUMBER
Bird_577,NULL,Call,false,App_655,NULL,NULL,Apply_254,NULL,NULL,Belmopan,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Blue-headed Parrot,14,NULL,9.0,108,Call date,Gifted,Unknown,Unknown,Amigo,Male,Only likes females,25.0,300,Call date,true,NULL,NULL,NULL,NULL
Bird_578,NULL,Historic,false,App_656,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Bought,NULL,NULL,NULL,NULL,NULL,1.0,12,Application date,NULL,NULL,NULL,NULL,NULL
Bird_579,NULL,Historic,false,App_657,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_580,NULL,Call,NULL,App_658,NULL,NULL,Apply_255,NULL,NULL,SanIg,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,Yes,25.0,300,Call date,Rescued,Valley of Peace,Cayo,Koky,Unknown,NULL,25.0,300,Call date,true,NULL,Looks healthy,NULL,NULL
Bird_1819,21.0,Historic,true,App_658,CWP FD 104,7,NULL,NULL,2014-10-03,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,8.0,NULL,Application date,Gifted,NULL,NULL,Mora,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_581,NULL,Call,false,App_659,NULL,NULL,NULL,NULL,NULL,Belmopan,false,Died,Several years ago,"2 May Flower St, Hill View area",Call date,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_582,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Archived,2024-10-08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Accidental duplicate
Bird_583,NULL,Historic,false,App_660,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_584,NULL,Historic,false,App_661,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,4 years,NULL,Application date,NULL,NULL,NULL,NULL,Orange Walk District
Bird_585,NULL,Historic,false,App_661,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,4 years,NULL,Application date,NULL,NULL,NULL,NULL,Orange Walk District
Bird_586,NULL,Historic,false,App_662,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_587,NULL,Historic,false,App_663,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_588,NULL,Historic,false,App_663,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_589,NULL,Historic,false,App_664,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,180.0,2160,Application date,NULL,NULL,NULL,NULL,NULL
Bird_590,NULL,Historic,false,App_665,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Rescued,NULL,NULL,NULL,NULL,NULL,2.0,24,Application date,NULL,NULL,NULL,NULL,Rescued from dog attack
Bird_591,NULL,Historic,false,App_666,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Pretty Polly,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_592,151.0,Historic,true,App_667,CWP FD 773,359,Apply_256,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_593,NULL,Historic,true,App_667,CWP FD 773,359,Apply_256,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Bought,NULL,NULL,Polly,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_594,NULL,Historic,false,App_668,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,NULL,NULL,NULL,2.0,24,Application date,NULL,NULL,NULL,NULL,NULL
Bird_595,NULL,Historic,false,App_668,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,NULL,NULL,NULL,2.0,24,Application date,NULL,NULL,NULL,NULL,NULL
Bird_596,11.0,Historic,true,App_669,CWP FD 067,21,Apply_257,NULL,2015-05-14,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,"Bought, gifted",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bird age months listed for this applicant: 72, 48, 12, 12; unclear which referrring to. Cancelled Entry."
Bird_597,12.0,Historic,true,App_669,CWP FD 068,21,Apply_257,NULL,2015-05-14,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,"Bought, gifted",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cancelled Entry (note on FD database)
Bird_598,129.0,Call,true,App_670,CWP FD 559,91,Apply_258,NULL,NULL,SanIg,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,Yes,25.0,300,Call date,Gifted,San Ignacio,Cayo,Chachito,Male,Assumption,NULL,25,Call date,true,NULL,NULL,NULL,NULL
Bird_599,NULL,Historic,false,App_671,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Found,St. Mathews,NULL,NULL,NULL,NULL,3.0,36,Application date,NULL,NULL,NULL,NULL,found on the road
Bird_600,NULL,Call,false,App_672,NULL,NULL,NULL,NULL,NULL,SanIg,false,Gave it away,8 yrs ago,Kontiki,Call date,Araceli Manzanero,Cayo,6011217,White-fronted Parrot,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_601,NULL,Historic,false,App_676,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,Paco,NULL,NULL,24.0,288,Application date,NULL,NULL,NULL,NULL,NULL
Bird_602,NULL,Call,false,App_679,NULL,NULL,Apply_259,NULL,NULL,Belmopan,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-crowned Parrot,7,NULL,24.0,288,Call date,Found,Unknown,Unknown,Polly,Male,Assumption,26.0,312,Call date,true,NULL,NULL,"Polly likes to watch tv. When the owner isn't at home, she leaves the tv onn so that Polly has entertainment.","Polly was found feeding on some roses in her yard. A cat was nearby so she took the bird and kept it ever since. Also, it is a custom within her family to have birds. In addition, the applicant was unable to send photos and she also lives alone, so she asked if we could video chat to show me her bird and I also saw the cage. The bird seemed pretty happy and well taken care of."
Bird_603,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Archived,2024-10-08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Accidental duplicate
Bird_604,163.0,Historic,true,App_681,CWP FD 207,368,Apply_260,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mealy Parrot,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_605,NULL,Call,false,App_682,NULL,NULL,NULL,NULL,NULL,SanIg,false,Died,9 years ago,Bullet Tree Falls,Call date,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_606,NULL,Call,false,App_682,NULL,NULL,NULL,NULL,NULL,SanIg,false,Died,9 years ago,Bullet Tree Falls,Call date,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_607,NULL,Historic,false,App_684,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Conficated
